Email,Opportunity title,Owner name,Host,CLAIM_URL,Slug
admin@valexventures.com,"Valex Ventures Franchise","Valex Ventures Franchise","Valex Ventures","https://www.thenetworkeruk.com/opportunities/valex-ventures-franchise?email=admin%40valexventures.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","valex-ventures-franchise"
bella.hallam@visiting-angels.co.uk,"Visiting Angels Franchise","Visiting Angels Franchise","Visiting Angels","https://www.thenetworkeruk.com/opportunities/visiting-angels-franchise?email=bella.hallam%40visiting-angels.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","visiting-angels-franchise"
info@voozaa.app,"Voozaa Franchise","Voozaa Franchise","Voozaa","https://www.thenetworkeruk.com/opportunities/voozaa-franchise?email=info%40voozaa.app&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","voozaa-franchise"
doug.mutter@vpz.co.uk,"VPZ Franchise","VPZ Franchise","VPZ","https://www.thenetworkeruk.com/opportunities/vpz-franchise?email=doug.mutter%40vpz.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","vpz-franchise"
saba.pillai@walfinch.com,"Walfinch Franchise","Walfinch Franchise","Walfinch","https://www.thenetworkeruk.com/opportunities/walfinch-franchise?email=saba.pillai%40walfinch.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","walfinch-franchise"
acquisitions@propertyfranchise.co.uk,"Whitegates Franchise","Whitegates Franchise","Whitegates","https://www.thenetworkeruk.com/opportunities/whitegates-franchise?email=acquisitions%40propertyfranchise.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","whitegates-franchise"
tmilburn@galardigroup.com,"Wienerschnitzel Franchise","Wienerschnitzel Franchise","Wienerschnitzel","https://www.thenetworkeruk.com/opportunities/wienerschnitzel-franchise?email=tmilburn%40galardigroup.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","wienerschnitzel-franchise"
chris.woolfenden@wimpy.uk.com,"Wimpy UK Franchise","Wimpy UK Franchise","Wimpy UK","https://www.thenetworkeruk.com/opportunities/wimpy-uk-franchise?email=chris.woolfenden%40wimpy.uk.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","wimpy-uk-franchise"
franchise@wingers.uk.net,"Wingers Franchise","Wingers Franchise","Wingers","https://www.thenetworkeruk.com/opportunities/wingers-franchise?email=franchise%40wingers.uk.net&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","wingers-franchise"
daniel.wade@wpa-hcp.org.uk,"WPA Health Franchise","WPA Health Franchise","WPA Healthcare Practice","https://www.thenetworkeruk.com/opportunities/wpa-health-franchise?email=daniel.wade%40wpa-hcp.org.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","wpa-health-franchise"
hello@yosushi.com,"YO! Sushi Franchise","YO! Sushi Franchise","YO! Sushi","https://www.thenetworkeruk.com/opportunities/yo-sushi-franchise?email=hello%40yosushi.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","yo-sushi-franchise"
info@yole.com,"Yolé UK Franchise","Yolé UK Franchise","Yolé UK","https://www.thenetworkeruk.com/opportunities/yole-uk-franchise?email=info%40yole.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","yole-uk-franchise"
david.muirhead@zerodrytime.com,"Zerodrytime Franchise","Zerodrytime Franchise","Zerodrytime","https://www.thenetworkeruk.com/opportunities/zerodrytime-franchise?email=david.muirhead%40zerodrytime.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","zerodrytime-franchise"
